date,value
2016-05-13,57.35502747387601
2016-05-14,52.30744494670151
2016-05-15,52.25641372720103
2016-05-16,53.32073571173751
2016-05-17,48.73125299112833
2016-05-18,50.852918969254056
2016-05-19,48.2428829465625
2016-05-20,43.56448713485446
2016-05-21,40.59081369083647
2016-05-22,42.79869839585843
2016-05-23,41.953206366053216
2016-05-24,44.12494100897914
2016-05-25,47.468561910446525
2016-05-26,43.24234367477728
2016-05-27,46.284691583365635
2016-05-28,49.55733346830503
2016-05-29,53.17082943798619
2016-05-30,54.02142882279571
2016-05-31,55.92771219056558
2016-06-01,59.79646527748986
2016-06-02,59.92488315742133
2016-06-03,60.037439885726954
2016-06-04,61.874824338156415
2016-06-05,61.2164222688172
2016-06-06,64.1785486287518
2016-06-07,64.990219771563
2016-06-08,56.731371620829265
2016-06-09,64.2965517385465
2016-06-10,60.53840680860878
2016-06-11,60.039629427722474
2016-06-12,58.65211445420727
2016-06-13,50.768910250252404
2016-06-14,50.90814137707301
2016-06-15,50.5746807675467
2016-06-16,47.689852027307076
2016-06-17,48.030493038595495
2016-06-18,44.91873190028356
2016-06-19,41.31760356784708
2016-06-20,45.13402946204558
2016-06-21,45.69503979434393
2016-06-22,44.6434860990895
2016-06-23,42.543835963394336
2016-06-24,44.31802700504723
2016-06-25,47.18540787781767
2016-06-26,48.86854557753647
2016-06-27,51.50635584649167
2016-06-28,50.91203107704249
2016-06-29,50.75823896969152
2016-06-30,54.341223358937505
2016-07-01,58.77513604937977
2016-07-02,61.025801330496535
2016-07-03,65.5615475324203
2016-07-04,62.594616878233346
2016-07-05,63.719794203481506
2016-07-06,63.3306213083916
2016-07-07,62.893759898384545
2016-07-08,64.85411554370276
2016-07-09,63.167209265452065
2016-07-10,60.83688928333109
2016-07-11,57.55845775500705
2016-07-12,57.68122677373773
2016-07-13,55.17715253756485
2016-07-14,56.41034746341919
2016-07-15,53.735135248172824
2016-07-16,47.82801218468723
2016-07-17,50.416484213883514
2016-07-18,45.404598118650526
2016-07-19,45.606020955897726
2016-07-20,46.91492258498827
2016-07-21,42.0452751122267
2016-07-22,44.435579372202376
2016-07-23,42.30848426276978
2016-07-24,41.557146600110755
2016-07-25,48.66174737902201
2016-07-26,48.318602211673465
2016-07-27,48.4478983735807
2016-07-28,48.92777957012675
2016-07-29,53.39705436125655
2016-07-30,58.98347547668764
2016-07-31,59.11230461773491
2016-08-01,59.392329690051014
2016-08-02,60.36740138183722
2016-08-03,63.171878203435874
2016-08-04,60.73595438111647
2016-08-05,66.97483197493919
2016-08-06,65.31159731695571
2016-08-07,66.27926636787802
2016-08-08,61.93324269545209
2016-08-09,63.5611057673993
2016-08-10,61.693661974247796
2016-08-11,55.461228994177645
2016-08-12,56.85703831013137
2016-08-13,55.13022233644339
2016-08-14,51.29104776371756
2016-08-15,49.75229130038312
2016-08-16,49.554518070140766
2016-08-17,47.07271598120004
2016-08-18,43.93031325710342
2016-08-19,46.2923410103091
2016-08-20,45.150415774007676
2016-08-21,45.21313836208993
2016-08-22,45.36096131052389
2016-08-23,46.93778942354326
2016-08-24,46.71654772990675
2016-08-25,47.1366308782812
2016-08-26,49.20898389170114
2016-08-27,54.91203336413851
2016-08-28,50.76456269465107
2016-08-29,57.98019833438012
2016-08-30,56.02276866552877
2016-08-31,57.52015179724851
2016-09-01,60.2983111311819
2016-09-02,63.04518678824144
2016-09-03,65.89158005723058
2016-09-04,61.48841597135891
2016-09-05,68.25337004486518
2016-09-06,66.81801256328829
2016-09-07,63.395106852541396
2016-09-08,61.87095663754899
2016-09-09,59.0107876876918
2016-09-10,60.30344761837574
2016-09-11,57.296719849662054
2016-09-12,57.924128608847276
2016-09-13,51.668451862064224
2016-09-14,52.16852142292336
2016-09-15,49.209382401470855
2016-09-16,46.05451923913636
2016-09-17,50.34435404541966
2016-09-18,46.268645621408496
2016-09-19,46.535290049344205
2016-09-20,43.1776456293815
2016-09-21,44.32419337003622
2016-09-22,46.80802507293911
2016-09-23,46.719641431975326
2016-09-24,50.666192018582656
2016-09-25,52.16936404758134
2016-09-26,51.7361967031997
2016-09-27,55.78587196833823
2016-09-28,57.50716673215339
2016-09-29,59.1792158494032
2016-09-30,59.04022799410902
2016-10-01,61.24043124683347
2016-10-02,64.58115549460314
2016-10-03,67.05853442445091
2016-10-04,63.54482330773025
2016-10-05,67.93958207197052
2016-10-06,65.45585992008965
2016-10-07,61.72061485423864
2016-10-08,63.698228114217294
2016-10-09,63.28940223813454
2016-10-10,60.256155814019436
2016-10-11,62.39737154343255
2016-10-12,56.31733534637558
2016-10-13,55.42601115485337
2016-10-14,51.694678962793624
2016-10-15,51.842295733079254
2016-10-16,43.55740771844247
2016-10-17,45.42470093207627
2016-10-18,45.580878664549125
2016-10-19,46.90263484873798
2016-10-20,46.2914434754806
2016-10-21,48.53988898436065
2016-10-22,47.9536240961669
2016-10-23,48.903210880006306
2016-10-24,49.77201840242512
2016-10-25,52.220442074598814
2016-10-26,55.559908060616856
2016-10-27,57.51059991590433
2016-10-28,59.85808828929291
2016-10-29,59.62745383310013
2016-10-30,60.54773923211001
2016-10-31,62.56864808884654
2016-11-01,65.45920685517913
2016-11-02,68.85347975093823
2016-11-03,66.56389748654522
2016-11-04,67.07522420997729
2016-11-05,62.373355749804965
2016-11-06,70.22007465380304
2016-11-07,61.444403992251516
2016-11-08,65.75341774035343
2016-11-09,59.215271747475406
2016-11-10,60.27453938755297
2016-11-11,57.930441362856826
2016-11-12,54.36952189133041
2016-11-13,51.939822826214495
2016-11-14,48.60072792708956
2016-11-15,48.841362741779925
2016-11-16,49.9420183684443
2016-11-17,47.653679927859635
2016-11-18,44.72785907212978
2016-11-19,48.83088418971239
2016-11-20,44.56212785385995
2016-11-21,48.25942424589909
2016-11-22,47.3061779009687
2016-11-23,49.09677198309261
2016-11-24,54.65209492483331
2016-11-25,53.5752013206299
2016-11-26,53.56984864129984
2016-11-27,57.621679844622854
2016-11-28,62.22061014621442
2016-11-29,61.07905407798218
2016-11-30,66.54101355493435
2016-12-01,67.37681997125482
2016-12-02,66.37713118080498
2016-12-03,69.03268378052834
2016-12-04,70.43112228832464
2016-12-05,62.32329216765364
2016-12-06,67.77363189806091
2016-12-07,65.47001278733875
2016-12-08,62.07145005797881
2016-12-09,62.25565764461461
2016-12-10,59.752568894360934
2016-12-11,55.74776627825083
2016-12-12,57.81731987597849
2016-12-13,53.153127302852184
2016-12-14,53.458780985044584
2016-12-15,49.057060970129314
2016-12-16,45.06857272613737
2016-12-17,47.999031014140435
2016-12-18,46.624616586699254
2016-12-19,44.59312543500899
2016-12-20,44.18549897949486
2016-12-21,49.672647806965315
2016-12-22,52.227934308572685
2016-12-23,54.05682343030989
2016-12-24,54.1610834937762
2016-12-25,55.109087168939844
2016-12-26,57.57883968457876
2016-12-27,59.38866627901134
2016-12-28,62.896736979431545
2016-12-29,62.15157104004284
2016-12-30,62.18826877677449
2016-12-31,65.5217335098384
2017-01-01,67.22510961064255
2017-01-02,66.77465804559418
2017-01-03,67.35683413669575
2017-01-04,71.29249803823514
2017-01-05,67.8289892448295
2017-01-06,62.07780318555169
2017-01-07,64.6251771515846
2017-01-08,57.17414916145202
2017-01-09,60.79701475696646
2017-01-10,58.45446860622239
2017-01-11,55.493076148095795
2017-01-12,51.5332222236325
2017-01-13,49.7146912290082
2017-01-14,50.97361717654927
2017-01-15,47.71113626948051
2017-01-16,49.783598387794086
2017-01-17,46.44754302976164
2017-01-18,46.98840864346292
2017-01-19,49.68837749931421
2017-01-20,48.97189196280144
2017-01-21,49.95575035978913
2017-01-22,52.401292323913026
2017-01-23,54.44324467135412
2017-01-24,55.53305260346002
2017-01-25,58.25225269849879
2017-01-26,59.667355446995764
2017-01-27,62.730571254883614
2017-01-28,64.31347339151414
2017-01-29,66.31999120900083
2017-01-30,68.16878875322784
2017-01-31,65.36934873716653
2017-02-01,65.1698238336051
2017-02-02,67.37221522362279
2017-02-03,67.14797956778146
2017-02-04,67.58502513929199
2017-02-05,63.01173718717318
2017-02-06,64.30299820130513
2017-02-07,62.99826720778058
2017-02-08,56.88922863593249
2017-02-09,58.969874549186805
2017-02-10,58.83652186347621
2017-02-11,54.32196711939867
2017-02-12,50.49924467300801
2017-02-13,49.59476506225118
2017-02-14,49.38984822589165
2017-02-15,47.665881940676485
2017-02-16,41.88597835765802
2017-02-17,51.240203031654275
2017-02-18,47.83562959397827
2017-02-19,49.28170656042282
2017-02-20,52.73804701424994
2017-02-21,52.93263700706636
2017-02-22,53.31541705814466
2017-02-23,56.11492000864219
2017-02-24,59.47080276445649
2017-02-25,61.60080631039468
2017-02-26,62.12432232375949
2017-02-27,65.9272477783748
2017-02-28,67.48164125289235
2017-03-01,66.18480520394998
2017-03-02,66.01883543328191
2017-03-03,69.14036968482654
2017-03-04,69.66331585404447
2017-03-05,67.17071406715989
2017-03-06,66.38862221010635
2017-03-07,67.12398535826912
2017-03-08,64.8318824898263
2017-03-09,65.4449447087246
2017-03-10,61.789807398440125
2017-03-11,63.46824924606777
2017-03-12,57.69926362744217
2017-03-13,52.88034589630278
2017-03-14,52.486527242300916
2017-03-15,51.157600081531406
2017-03-16,46.77885412414262
2017-03-17,50.66285122803711
2017-03-18,49.016236693408075
2017-03-19,48.86869866957076
2017-03-20,48.26279798185553
2017-03-21,48.02749948958985
2017-03-22,51.0542819564463
2017-03-23,51.31130272346729
2017-03-24,54.91419642723927
2017-03-25,55.08838945037475
2017-03-26,56.16849357850112
2017-03-27,61.2885335306883
2017-03-28,63.49496765183692
2017-03-29,66.0243226942151
2017-03-30,66.62411981352903
2017-03-31,70.69156404801683
2017-04-01,67.35862673978585
2017-04-02,71.30422941060024
2017-04-03,67.11995398536347
2017-04-04,67.32588221589396
2017-04-05,67.04171563662317
2017-04-06,66.15649770863878
2017-04-07,68.17355476172146
2017-04-08,62.02848968894386
2017-04-09,58.82108585597839
2017-04-10,60.809752141453146
2017-04-11,57.193066206621026
2017-04-12,52.157548625180056
2017-04-13,54.17485063030301
2017-04-14,53.8332807401398
2017-04-15,49.968792328743525
2017-04-16,53.02985239898293
2017-04-17,52.58510456615098
2017-04-18,48.13140573806814
2017-04-19,51.69847178130233
2017-04-20,46.64416221560814
2017-04-21,52.42914113484318
2017-04-22,52.14648817237337
2017-04-23,57.42825440154433
2017-04-24,55.75183300243756
2017-04-25,61.65568078013347
2017-04-26,60.09333765130153
2017-04-27,62.850759615398616
2017-04-28,64.02702085530389
2017-04-29,67.55244205266744
2017-04-30,65.61402566853415
2017-05-01,70.52408183752698
2017-05-02,68.33821532564339
2017-05-03,74.18895195876937
2017-05-04,68.79759092175728
2017-05-05,66.93304536019771
2017-05-06,68.21302574096026
2017-05-07,64.05425411732536
2017-05-08,65.11374489333693
2017-05-09,61.061558629674145
2017-05-10,60.87539187635417
2017-05-11,57.95351255073075
2017-05-12,56.96420249981681
2017-05-13,52.71590267492288
2017-05-14,51.23051712855553
2017-05-15,54.2182534191519
2017-05-16,53.273728087028616
2017-05-17,51.93742190867972
2017-05-18,48.96900660276223
2017-05-19,53.11953303891515
2017-05-20,50.782081882155545
2017-05-21,52.395870134257244
2017-05-22,56.37902076208701
2017-05-23,55.8704726839874
2017-05-24,58.023120825629654
2017-05-25,59.555273015522104
2017-05-26,60.96758544580885
2017-05-27,62.89812642182273
2017-05-28,65.43032706152108
2017-05-29,68.01530309648565
2017-05-30,68.35185369748766
2017-05-31,67.47285642462462
2017-06-01,69.98695354047139
2017-06-02,69.85502525299354
2017-06-03,70.0308739104985
2017-06-04,69.96438849499069
2017-06-05,68.4395867704977
2017-06-06,64.66283249717222
2017-06-07,62.87042399696442
2017-06-08,61.574101981368315
2017-06-09,58.996759118155204
2017-06-10,55.26412145991173
2017-06-11,55.53517214267202
2017-06-12,51.81991054227466
2017-06-13,50.62155801821662
2017-06-14,49.4592486978645
2017-06-15,49.00320289012141
2017-06-16,48.430385570921786
2017-06-17,48.89288893470319
2017-06-18,50.64895506590396
2017-06-19,53.66905500093936
2017-06-20,50.59386879967618
2017-06-21,56.98120412924421
2017-06-22,57.741715040906286
2017-06-23,59.76786113472096
2017-06-24,60.292883963945634
2017-06-25,63.28336149436595
2017-06-26,66.03321001626887
2017-06-27,67.99275446017151
2017-06-28,67.63155101077191
2017-06-29,71.03461200008563
2017-06-30,72.83637100747194
2017-07-01,72.82633800702045
2017-07-02,72.31297639535605
2017-07-03,69.28058972710835
2017-07-04,69.66967512676239
2017-07-05,68.74551613454182
2017-07-06,65.99277428841759
2017-07-07,65.5644840946417
2017-07-08,63.49662412568232
2017-07-09,61.000005643656785
2017-07-10,58.74107080063319
2017-07-11,57.001977444627094
2017-07-12,55.34938054624122
2017-07-13,53.0153997647368
2017-07-14,51.69132312057463
2017-07-15,51.60773553685335
2017-07-16,49.04727264036384
2017-07-17,47.60006471473742
2017-07-18,51.33638497332055
2017-07-19,50.28133695752332
2017-07-20,57.17807400897278
2017-07-21,56.90900587030662
2017-07-22,59.78893216131468
2017-07-23,60.76633463227545
2017-07-24,60.757954524191014
2017-07-25,64.50090684204464
2017-07-26,66.54725105320787
2017-07-27,64.58210086444755
2017-07-28,70.48086954615292
2017-07-29,68.36763870373424
2017-07-30,68.67388929874446
2017-07-31,72.96759376469907
2017-08-01,70.35952029054722
2017-08-02,69.16855447685137
2017-08-03,72.636090026641
2017-08-04,65.51911825372957
2017-08-05,65.97702920830368
2017-08-06,67.97585026196788
2017-08-07,69.10248708600201
2017-08-08,61.8288910001362
2017-08-09,61.46785171937368
2017-08-10,55.67862114906653
2017-08-11,60.03224481629775
2017-08-12,53.168178683851636
2017-08-13,47.507743527853606
2017-08-14,52.528523689685386
2017-08-15,52.180119633484566
2017-08-16,50.346709925046966
2017-08-17,52.88465630722525
2017-08-18,55.86559145611242
2017-08-19,51.79050100663314
2017-08-20,57.06242117896581
2017-08-21,55.923460273208924
2017-08-22,62.87284191990031
2017-08-23,63.14138691003457
2017-08-24,63.07336652347473
2017-08-25,66.65893127673473
2017-08-26,67.1592894386861
2017-08-27,70.80850708485727
2017-08-28,70.71139695987118
2017-08-29,74.24753947198518
2017-08-30,77.41037390134494
2017-08-31,72.79067175120694
2017-09-01,73.43582549377737
2017-09-02,71.61504804869845
2017-09-03,68.63812949259922
2017-09-04,69.08388478256161
2017-09-05,68.28117849213176
2017-09-06,66.05279948057392
2017-09-07,62.61330351395469
2017-09-08,59.93183954237201
2017-09-09,61.93292786960222
2017-09-10,58.34037006816207
2017-09-11,57.713626718668934
2017-09-12,52.43522324507137
2017-09-13,55.755141527550236
2017-09-14,49.57709229369969
2017-09-15,53.470078934845176
2017-09-16,53.0282364252579
2017-09-17,54.1633715344551
2017-09-18,54.26670454169446
2017-09-19,58.52381874640203
2017-09-20,59.569170865911005
2017-09-21,60.8912686840568
2017-09-22,66.7312514362839
2017-09-23,66.7832217367613
2017-09-24,67.07400326650219
2017-09-25,68.5148755303885
2017-09-26,66.13723995600165
2017-09-27,70.07858945280289
2017-09-28,71.26777605969406
2017-09-29,71.06339533242924
2017-09-30,72.48747186308988
2017-10-01,75.93212647036603
2017-10-02,72.48839392708169
2017-10-03,69.78211333153978
2017-10-04,66.54669524597868
2017-10-05,68.83085835898807
2017-10-06,64.49833248158845
2017-10-07,66.63997564886645
2017-10-08,61.156333046240704
2017-10-09,61.739906621714724
2017-10-10,58.027426334223854
2017-10-11,55.69986958505379
2017-10-12,54.592035695287194
2017-10-13,54.76059872114462
2017-10-14,53.04093576762289
2017-10-15,49.979885033874915
2017-10-16,49.79973449234751
2017-10-17,53.00472153015254
2017-10-18,54.05267899292297
2017-10-19,57.68088965580017
2017-10-20,58.83139172369788
2017-10-21,62.08685350138251
2017-10-22,62.75446785899537
2017-10-23,66.42286183811363
2017-10-24,67.98348512018161
2017-10-25,71.34559832941058
2017-10-26,68.91084913308296
2017-10-27,68.15822656610219
2017-10-28,71.58885649900907
2017-10-29,74.74220588293237
2017-10-30,71.98833852311797
2017-10-31,71.93249603176639
2017-11-01,69.48200463525693
2017-11-02,68.90304907025771
2017-11-03,68.92964745850466
2017-11-04,64.03389474576656
2017-11-05,65.25716280407599
2017-11-06,63.53584638178783
2017-11-07,61.04424208493945
2017-11-08,59.72192589216354
2017-11-09,56.35464562775238
2017-11-10,58.71169942649543
2017-11-11,56.52422492869003
2017-11-12,52.527230930852355
2017-11-13,53.54157103287861
2017-11-14,52.38630638975887
2017-11-15,56.7130760848355
2017-11-16,54.80063999635338
2017-11-17,53.88659452132114
2017-11-18,59.55451766761745
2017-11-19,60.91509313497699
2017-11-20,61.29367693410128
2017-11-21,62.75165235340033
2017-11-22,65.0619688619557
2017-11-23,67.7835340053277
2017-11-24,67.62015593896935
2017-11-25,74.92193940971039
2017-11-26,72.41220758990873
2017-11-27,77.84033655892017
2017-11-28,72.98104037984909
2017-11-29,73.48634703311922
2017-11-30,72.90119644760726
2017-12-01,74.47323836533457
2017-12-02,73.44995724056967
2017-12-03,70.54862113855044
2017-12-04,70.40296536466174
2017-12-05,68.47530963656887
2017-12-06,66.09952103777181
2017-12-07,61.2079858567372
2017-12-08,57.78508076362555
2017-12-09,55.02925384425693
2017-12-10,53.830972903019614
2017-12-11,54.90809525368684
2017-12-12,52.13156321471027
2017-12-13,54.07806108059049
2017-12-14,57.30124770493273
2017-12-15,54.457247672196445
2017-12-16,51.856455168812396
2017-12-17,58.569284060165295
2017-12-18,58.011749801706856
2017-12-19,59.293793077475314
2017-12-20,61.75884729136474
2017-12-21,61.74926825650415
2017-12-22,66.53621317974894
2017-12-23,70.01647626885648
2017-12-24,68.28824714324121
2017-12-25,73.05131533947925
2017-12-26,74.37867485334031
2017-12-27,72.89393482255342
2017-12-28,76.50361103300071
2017-12-29,72.1877836328502
2017-12-30,74.97003051135871
2017-12-31,72.97316915860219
2018-01-01,71.88648713227964
2018-01-02,71.29500856286921
2018-01-03,69.15493587020867
2018-01-04,62.834079873409856
2018-01-05,62.10627574845934
2018-01-06,60.47969009891365
2018-01-07,60.2005388655404
2018-01-08,60.442240095977866
2018-01-09,59.46618578864852
2018-01-10,57.48322782931075
2018-01-11,55.65971383620857
2018-01-12,52.95425451517879
2018-01-13,57.27748470989404
2018-01-14,55.58130758409652
2018-01-15,53.76371090732551
2018-01-16,56.24865994568343
2018-01-17,61.498267695549416
2018-01-18,63.76043642953074
2018-01-19,61.02906409434109
2018-01-20,69.2160760169834
2018-01-21,68.92253364213784
2018-01-22,70.24370058638026
2018-01-23,68.59891718090314
2018-01-24,76.81538926634947
2018-01-25,73.65380425546364
2018-01-26,73.12702135982423
2018-01-27,74.21767358954332
2018-01-28,74.8954653857498
2018-01-29,72.70971738488159
2018-01-30,75.08821011483874
2018-01-31,72.41702131101967
2018-02-01,67.65320967877098
2018-02-02,67.57976299637828
2018-02-03,65.08972626254706
2018-02-04,63.68440734854117
2018-02-05,62.14158785091673
2018-02-06,61.647546452624965
2018-02-07,58.89283132459562
2018-02-08,57.574709133442255
2018-02-09,55.241251491569116
2018-02-10,57.28313164902641
2018-02-11,54.94064026206376
2018-02-12,59.49479207119311
2018-02-13,54.18215493190323
2018-02-14,56.75772095234978
2018-02-15,60.689089855118134
2018-02-16,57.36995582439887
2018-02-17,59.590735594650866
2018-02-18,61.26956479001832
2018-02-19,65.34026581905188
2018-02-20,67.11293902969005
2018-02-21,70.1344246875979
2018-02-22,73.77391413145153
2018-02-23,70.7985209492896
2018-02-24,73.58933223408162
2018-02-25,76.02921991018913
2018-02-26,70.66228075556779
2018-02-27,74.6520028855881
2018-02-28,74.37900135999105
2018-03-01,73.25004609282799
2018-03-02,73.81931009368361
2018-03-03,73.91209418145087
2018-03-04,68.85021169390595
2018-03-05,72.35031039389098
2018-03-06,64.4947124296135
2018-03-07,63.7196839751082
2018-03-08,62.30709000262223
2018-03-09,57.03207889686657
2018-03-10,59.46433569294428
2018-03-11,57.381832404295
2018-03-12,56.822177880681295
2018-03-13,58.170089425560825
2018-03-14,56.20611284680078
2018-03-15,58.78410713454486
2018-03-16,54.76416786021689
2018-03-17,58.1812183015663
2018-03-18,62.77190715746489
2018-03-19,61.931543232978704
2018-03-20,61.65919858099466
2018-03-21,63.88814782985934
2018-03-22,66.78443720506088
2018-03-23,67.68258361746979
2018-03-24,73.12854953776181
2018-03-25,68.0813256392355
2018-03-26,73.31749743333125
2018-03-27,73.049264002557
2018-03-28,73.53873360776102
2018-03-29,75.16611556708315
2018-03-30,73.4206984080095
2018-03-31,76.01544933831927
2018-04-01,72.27248997494773
2018-04-02,71.21338196976896
2018-04-03,72.20264027162959
2018-04-04,69.10455254191001
2018-04-05,66.75251095118186
2018-04-06,64.38916624842612
2018-04-07,60.22394912854049
2018-04-08,61.28529305495384
2018-04-09,63.3857346165046
2018-04-10,57.41381368773694
2018-04-11,55.10265894967705
2018-04-12,53.659188595975
2018-04-13,52.870791239105
2018-04-14,56.48274433926285
2018-04-15,56.95901729944135
2018-04-16,61.378890755381754
2018-04-17,60.70227700280357
2018-04-18,64.0154234984136
2018-04-19,65.9476599144662
2018-04-20,69.19720366165026
2018-04-21,68.28155528058217
2018-04-22,72.84770240850125
2018-04-23,73.63994494975144
2018-04-24,72.18603481290195
2018-04-25,73.50996996451397
2018-04-26,77.26979321089541
2018-04-27,76.25455439451814
2018-04-28,72.48371013024394
2018-04-29,77.00414483299065
2018-04-30,76.18131274828079
2018-05-01,74.84780808352689
2018-05-02,75.96955660324565
2018-05-03,70.3308219235721
2018-05-04,66.08632649063357
2018-05-05,68.36829812955983
2018-05-06,65.35068870360216
2018-05-07,64.27398712397796
2018-05-08,62.576718448656244
2018-05-09,60.04768055552031
2018-05-10,57.43706082602398
2018-05-11,57.57843001262268
2018-05-12,56.9785475870465
2018-05-13,56.402150687995025
2018-05-14,58.08317906287947
2018-05-15,58.40015642709369
2018-05-16,59.98603716625338
2018-05-17,59.28179031067216
2018-05-18,62.721362275329916
2018-05-19,63.007819340236395
2018-05-20,65.28300302456685
2018-05-21,72.2527135919569
2018-05-22,69.47366791231192
2018-05-23,74.30905206370221
2018-05-24,71.54329344895183
2018-05-25,75.95312703027052
2018-05-26,79.11634858847081
2018-05-27,79.05493042289136
2018-05-28,76.02224048392354
2018-05-29,78.67804765939478
2018-05-30,75.5154225463145
2018-05-31,73.11679607555084
2018-06-01,71.10251404201628
2018-06-02,67.7114160455235
2018-06-03,70.69810932031126
2018-06-04,69.25130844333039
2018-06-05,68.98301607587354
2018-06-06,62.97015361064933
2018-06-07,61.22674807994018
2018-06-08,59.23078795826313
2018-06-09,59.76428591439735
2018-06-10,58.62286601191285
2018-06-11,54.88472755094068
2018-06-12,58.86907234336495
2018-06-13,59.511449568465025
2018-06-14,59.74788487443268
2018-06-15,60.00607411175523
2018-06-16,58.22837428916666
2018-06-17,64.09502373853584
2018-06-18,65.68727756929279
2018-06-19,67.06803222076992
2018-06-20,70.2346514345791
2018-06-21,71.65843289102018
2018-06-22,74.08132913426395
2018-06-23,75.27792512925679
2018-06-24,75.82053672879414
2018-06-25,75.41214817347796
2018-06-26,75.60830016933309
2018-06-27,78.78799426153431
2018-06-28,77.6166301006679
2018-06-29,77.67417342617803
2018-06-30,76.52451817237991
2018-07-01,73.8600439511042
2018-07-02,76.15867160859456
2018-07-03,69.35456402394539
2018-07-04,68.43538721729827
2018-07-05,65.22582310493178
2018-07-06,63.55454592267206
2018-07-07,60.414555342060105
2018-07-08,62.308642141202355
2018-07-09,58.67974083362836
2018-07-10,60.22062881897176
2018-07-11,60.623038338385
2018-07-12,58.47225120889613
2018-07-13,57.90659492187288
2018-07-14,60.45927040958847
2018-07-15,62.219324243073515
2018-07-16,63.96103954804429
2018-07-17,61.83745524907305
2018-07-18,69.5109229469234
2018-07-19,66.84237698102615
2018-07-20,67.9386855586154
2018-07-21,73.93800632075815
